Artist,Title,Album,Year,Filename,Analysis
Billboard Top 100 Hits Of 1967,099 - Petula Clark - Don't Sleep In The Subway,,,Billboard Top 100 Hits Of 1967 - 099 - Petula Clark - Don't Sleep In The Subway.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1967,085 - Janis Ian - Societys Child,,,Billboard Top 100 Hits Of 1967 - 085 - Janis Ian - Societys Child.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,059 - Aretha Franklin - Baby I Love You,,,Billboard Top 100 Hits Of 1967 - 059 - Aretha Franklin - Baby I Love You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,073 - Wilson Picket - Funky Broadway,,,Billboard Top 100 Hits Of 1967 - 073 - Wilson Picket - Funky Broadway.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,097 - Tommy James & The Shondells - Mirage,,,Billboard Top 100 Hits Of 1967 - 097 - Tommy James & The Shondells - Mirage.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,"060 - Monkees - A Little Bit Me, A Little Bit You",,,"Billboard Top 100 Hits Of 1967 - 060 - Monkees - A Little Bit Me, A Little Bit You.mp3",❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,055 - Beatles - Penny Lane,,,Billboard Top 100 Hits Of 1967 - 055 - Beatles - Penny Lane.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,034 - Esquires - Get On Up,,,Billboard Top 100 Hits Of 1967 - 034 - Esquires - Get On Up.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,069 - Hombres - Let It Out,,,Billboard Top 100 Hits Of 1967 - 069 - Hombres - Let It Out.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,080 - Ray Charles - Here We Go Again,,,Billboard Top 100 Hits Of 1967 - 080 - Ray Charles - Here We Go Again.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,063 - Young Rascals - How Can I Be Sure,,,Billboard Top 100 Hits Of 1967 - 063 - Young Rascals - How Can I Be Sure.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,066 - Easybeats - Friday On My Mind,,,Billboard Top 100 Hits Of 1967 - 066 - Easybeats - Friday On My Mind.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,092 - Bill Cosby - Little Ole Man,,,Billboard Top 100 Hits Of 1967 - 092 - Bill Cosby - Little Ole Man.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,020 - Association - Never My Love,,,Billboard Top 100 Hits Of 1967 - 020 - Association - Never My Love.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,072 - Booker T. & The MG's - Groovin,,,Billboard Top 100 Hits Of 1967 - 072 - Booker T. & The MG's - Groovin.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,089 - Tremeloes - Here Comes My Baby,,,Billboard Top 100 Hits Of 1967 - 089 - Tremeloes - Here Comes My Baby.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,041 - Supremes - Reflections,,,Billboard Top 100 Hits Of 1967 - 041 - Supremes - Reflections.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1967,024 - Rolling Stones - Ruby Tuesday,,,Billboard Top 100 Hits Of 1967 - 024 - Rolling Stones - Ruby Tuesday.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,021 - Cliff Nobles And Co. - The Horse,,,Billboard Top 100 Hits Of 1968 - 021 - Cliff Nobles And Co. - The Horse.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,095 - Gary Lewis & The Playboys - Sealed With A Kiss,,,Billboard Top 100 Hits Of 1968 - 095 - Gary Lewis & The Playboys - Sealed With A Kiss.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,036 - Sergio Mendes & Brasil '66 - The Look Of Love,,,Billboard Top 100 Hits Of 1968 - 036 - Sergio Mendes & Brasil '66 - The Look Of Love.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,059 - Bee Gees - I've Gotta Get A Message To You,,,Billboard Top 100 Hits Of 1968 - 059 - Bee Gees - I've Gotta Get A Message To You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,073 - Gary Puckett & The Union Gap - Over You,,,Billboard Top 100 Hits Of 1968 - 073 - Gary Puckett & The Union Gap - Over You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,070 - Eric Burdon & The Animals - Sky Pilot,,,Billboard Top 100 Hits Of 1968 - 070 - Eric Burdon & The Animals - Sky Pilot.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1968,058 - James Brown & The Famous Flames - I Got The Feelin',,,Billboard Top 100 Hits Of 1968 - 058 - James Brown & The Famous Flames - I Got The Feelin'.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1968,"099 - Jerry Butler - Hey, Western Union Man",,,"Billboard Top 100 Hits Of 1968 - 099 - Jerry Butler - Hey, Western Union Man.mp3",❌ Not found - likely rare
Billboard Top 100 Hits Of 1968,"083 - Foundations - Baby, Now That I've Found You",,,"Billboard Top 100 Hits Of 1968 - 083 - Foundations - Baby, Now That I've Found You.mp3",❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,077 - Vanilla Fudge - [You Keep Me] Hangin' On,,,Billboard Top 100 Hits Of 1968 - 077 - Vanilla Fudge - [You Keep Me] Hangin' On.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,078 - Beatles - Revolution,,,Billboard Top 100 Hits Of 1968 - 078 - Beatles - Revolution.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,065 - Willie Mitchell - Soul Serenade,,,Billboard Top 100 Hits Of 1968 - 065 - Willie Mitchell - Soul Serenade.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,047 - Lemon Pipers - Green Tambourine,,,Billboard Top 100 Hits Of 1968 - 047 - Lemon Pipers - Green Tambourine.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,088 - Dionne Warwick - Do You Know The Way To San Jose,,,Billboard Top 100 Hits Of 1968 - 088 - Dionne Warwick - Do You Know The Way To San Jose.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,020 - Sly & The Family Stone - Dance To The Music,,,Billboard Top 100 Hits Of 1968 - 020 - Sly & The Family Stone - Dance To The Music.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,097 - Creedence Clearwater Revival - Suzie Q. Part 1,,,Billboard Top 100 Hits Of 1968 - 097 - Creedence Clearwater Revival - Suzie Q. Part 1.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,037 - Johnny Nash - Hold Me Tight,,,Billboard Top 100 Hits Of 1968 - 037 - Johnny Nash - Hold Me Tight.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,075 - Stevie Wonder - Shoo-Bee-Doo-Be-Doo-Da-Day,,,Billboard Top 100 Hits Of 1968 - 075 - Stevie Wonder - Shoo-Bee-Doo-Be-Doo-Da-Day.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,089 - Simon & Garfunkel - Scarborough Fair-Canticle,,,Billboard Top 100 Hits Of 1968 - 089 - Simon & Garfunkel - Scarborough Fair-Canticle.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,064 - Dells - Stay In My Corner,,,Billboard Top 100 Hits Of 1968 - 064 - Dells - Stay In My Corner.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,"024 - Vogues - Turn Around, Look At Me",,,"Billboard Top 100 Hits Of 1968 - 024 - Vogues - Turn Around, Look At Me.mp3",❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,012 - O. C. Smith - Little Green Apples,,,Billboard Top 100 Hits Of 1968 - 012 - O. C. Smith - Little Green Apples.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,063 - Fireballs - Bottle Of Wine,,,Billboard Top 100 Hits Of 1968 - 063 - Fireballs - Bottle Of Wine.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1968,079 - Gary Puckett & The Union Gap - Woman Woman,,,Billboard Top 100 Hits Of 1968 - 079 - Gary Puckett & The Union Gap - Woman Woman.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,069 - Edwin Starr - Twenty Five Miles,,,Billboard Top 100 Hits Of 1969 - 069 - Edwin Starr - Twenty Five Miles.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,007 - Sly & The Family Stone - Hot Fun In The Summertime,,,Billboard Top 100 Hits Of 1969 - 007 - Sly & The Family Stone - Hot Fun In The Summertime.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,012 - Tommy James & The Shondells - Crystal Blue Persuasion,,,Billboard Top 100 Hits Of 1969 - 012 - Tommy James & The Shondells - Crystal Blue Persuasion.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,058 - Ventures - Hawaii Five O,,,Billboard Top 100 Hits Of 1969 - 058 - Ventures - Hawaii Five O.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,064 - Dionne Warwick - This Girl's In Love With You,,,Billboard Top 100 Hits Of 1969 - 064 - Dionne Warwick - This Girl's In Love With You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,036 - Smokey Robinson & The Miracles - Baby Baby Don't Cry,,,Billboard Top 100 Hits Of 1969 - 036 - Smokey Robinson & The Miracles - Baby Baby Don't Cry.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,063 - Booker T & The MG's - Time Is Tight,,,Billboard Top 100 Hits Of 1969 - 063 - Booker T & The MG's - Time Is Tight.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,072 - Marvin Gaye - That's The Way That Love Is,,,Billboard Top 100 Hits Of 1969 - 072 - Marvin Gaye - That's The Way That Love Is.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,079 - Joe South - Games People Play,,,Billboard Top 100 Hits Of 1969 - 079 - Joe South - Games People Play.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,073 - Nilsson - Everybody's Talkin',,,Billboard Top 100 Hits Of 1969 - 073 - Nilsson - Everybody's Talkin'.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,065 - Winstons - Color Him Father,,,Billboard Top 100 Hits Of 1969 - 065 - Winstons - Color Him Father.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,099 - B.J. Thomas - Hooked On A Feeling,,,Billboard Top 100 Hits Of 1969 - 099 - B.J. Thomas - Hooked On A Feeling.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1969,059 - Glen Campbell - Galveston,,,Billboard Top 100 Hits Of 1969 - 059 - Glen Campbell - Galveston.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,090 - Booker T & The MG's - Hang 'Em High,,,Billboard Top 100 Hits Of 1969 - 090 - Booker T & The MG's - Hang 'Em High.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,080 - Turtles - You Showed Me,,,Billboard Top 100 Hits Of 1969 - 080 - Turtles - You Showed Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,091 - Lou Rawls - Your Good Thing Is About To End,,,Billboard Top 100 Hits Of 1969 - 091 - Lou Rawls - Your Good Thing Is About To End.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,021 - Isley Brothers - It's Your Thing,,,Billboard Top 100 Hits Of 1969 - 021 - Isley Brothers - It's Your Thing.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,085 - Beatles - Come Together,,,Billboard Top 100 Hits Of 1969 - 085 - Beatles - Come Together.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,087 - Bob Seger System - Ramblin' Gamblin' Man,,,Billboard Top 100 Hits Of 1969 - 087 - Bob Seger System - Ramblin' Gamblin' Man.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,024 - Creedence Clearwater Revival - Bad Moon Rising,,,Billboard Top 100 Hits Of 1969 - 024 - Creedence Clearwater Revival - Bad Moon Rising.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,060 - Lou Christie - I'm Gonna Make You Mine,,,Billboard Top 100 Hits Of 1969 - 060 - Lou Christie - I'm Gonna Make You Mine.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,070 - New Colony Six - Things I'd Like To Say,,,Billboard Top 100 Hits Of 1969 - 070 - New Colony Six - Things I'd Like To Say.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,089 - Crazy Elephant - Gimme Gimme Good Lovin',,,Billboard Top 100 Hits Of 1969 - 089 - Crazy Elephant - Gimme Gimme Good Lovin'.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,047 - Watts 103rd Street Rhythm Band - Do Your Thing,,,Billboard Top 100 Hits Of 1969 - 047 - Watts 103rd Street Rhythm Band - Do Your Thing.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,025 - Beatles - Get Back,,,Billboard Top 100 Hits Of 1969 - 025 - Beatles - Get Back.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1969,066 - Sonny Charles & The Checkmates LTD - Black Pearl,,,Billboard Top 100 Hits Of 1969 - 066 - Sonny Charles & The Checkmates LTD - Black Pearl.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,080 - Joe Cocker - The Letter,,,Billboard Top 100 Hits Of 1970 - 080 - Joe Cocker - The Letter.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,088 - Supremes - Up The Ladder To The Roof,,,Billboard Top 100 Hits Of 1970 - 088 - Supremes - Up The Ladder To The Roof.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1970,099 - Glen Campbell - It's Only Make Believe,,,Billboard Top 100 Hits Of 1970 - 099 - Glen Campbell - It's Only Make Believe.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,092 - Tom Jones - Without Love [There Is Nothing],,,Billboard Top 100 Hits Of 1970 - 092 - Tom Jones - Without Love [There Is Nothing].mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1970,071 - Delfonics - Didn't I [Blow Your Mind This Time],,,Billboard Top 100 Hits Of 1970 - 071 - Delfonics - Didn't I [Blow Your Mind This Time].mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1970,024 - Temptations - Ball Of Confusion [That's What The World Is Today],,,Billboard Top 100 Hits Of 1970 - 024 - Temptations - Ball Of Confusion [That's What The World Is Today].mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,079 - Ike & Tina Turner - I Want To Take You Higher,,,Billboard Top 100 Hits Of 1970 - 079 - Ike & Tina Turner - I Want To Take You Higher.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,053 - Mungo Jerry - In The Summertime,,,Billboard Top 100 Hits Of 1970 - 053 - Mungo Jerry - In The Summertime.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1970,063 - Friends Of Distinction - Love Or Let Me Be Lonely,,,Billboard Top 100 Hits Of 1970 - 063 - Friends Of Distinction - Love Or Let Me Be Lonely.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,096 - New Seekers - Look What They've Done To My Song Ma,,,Billboard Top 100 Hits Of 1970 - 096 - New Seekers - Look What They've Done To My Song Ma.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1970,089 - Creedence Clearwater Revival - Travelin' Band,,,Billboard Top 100 Hits Of 1970 - 089 - Creedence Clearwater Revival - Travelin' Band.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,073 - Creedence Clearwater Revival - Up Around The Bend,,,Billboard Top 100 Hits Of 1970 - 073 - Creedence Clearwater Revival - Up Around The Bend.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,091 - Temptations - Psychedelic Shack,,,Billboard Top 100 Hits Of 1970 - 091 - Temptations - Psychedelic Shack.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,090 - Sandpipers - Come Saturday Morning,,,Billboard Top 100 Hits Of 1970 - 090 - Sandpipers - Come Saturday Morning.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1970,098 - B.B. King - The Thrill Is Gone [Bluesway],,,Billboard Top 100 Hits Of 1970 - 098 - B.B. King - The Thrill Is Gone [Bluesway].mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,058 - Four Tops - Still Water [Love],,,Billboard Top 100 Hits Of 1970 - 058 - Four Tops - Still Water [Love].mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,067 - James Taylor - Fire And Rain [Warner],,,Billboard Top 100 Hits Of 1970 - 067 - James Taylor - Fire And Rain [Warner].mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1970,054 - R Dean Taylor - Indiana Wants Me,,,Billboard Top 100 Hits Of 1970 - 054 - R Dean Taylor - Indiana Wants Me.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1970,074 - Ronnie Dyson - [If You Let Me Make Love To You Then] Why Can't I Touch You,,,Billboard Top 100 Hits Of 1970 - 074 - Ronnie Dyson - [If You Let Me Make Love To You Then] Why Can't I Touch You.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1970,070 - Guess Who - No Time,,,Billboard Top 100 Hits Of 1970 - 070 - Guess Who - No Time.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1970,021 - Five Stairsteps & Cubie - O-O-H Child,,,Billboard Top 100 Hits Of 1970 - 021 - Five Stairsteps & Cubie - O-O-H Child.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,065 - Carpenters - We've Only Just Begun,,,Billboard Top 100 Hits Of 1970 - 065 - Carpenters - We've Only Just Begun.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1970,086 - Pipkins - Gimme Dat Ding,,,Billboard Top 100 Hits Of 1970 - 086 - Pipkins - Gimme Dat Ding.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,020 - Eric Burdon & War - Spill The Wine,,,Billboard Top 100 Hits Of 1970 - 020 - Eric Burdon & War - Spill The Wine.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,087 - Robin McNamara - Lay A Little Lovin' On Me,,,Billboard Top 100 Hits Of 1970 - 087 - Robin McNamara - Lay A Little Lovin' On Me.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,084 - 100 Proof Aged In Soul - Somebody's Been Sleeping,,,Billboard Top 100 Hits Of 1970 - 084 - 100 Proof Aged In Soul - Somebody's Been Sleeping.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1970,085 - Ides Of March - Vehicle,,,Billboard Top 100 Hits Of 1970 - 085 - Ides Of March - Vehicle.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,069 - Santana - Evil Ways,,,Billboard Top 100 Hits Of 1970 - 069 - Santana - Evil Ways.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,076 - Spinners - It's A Shame,,,Billboard Top 100 Hits Of 1970 - 076 - Spinners - It's A Shame.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1970,"047 - Alive & Kicking - Tighter, Tighter",,,"Billboard Top 100 Hits Of 1970 - 047 - Alive & Kicking - Tighter, Tighter.mp3",❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,048 - Badfinger - Come And Get It,,,Billboard Top 100 Hits Of 1970 - 048 - Badfinger - Come And Get It.mp3,❓ Poor matches - potentially rare
Billboard Top 100 Hits Of 1970,037 - Brook Benton - Rainy Night In Georgia,,,Billboard Top 100 Hits Of 1970 - 037 - Brook Benton - Rainy Night In Georgia.mp3,❌ Not found - likely rare
Billboard Top 100 Hits Of 1970,059 - Chicago - Make Me Smile,,,Billboard Top 100 Hits Of 1970 - 059 - Chicago - Make Me Smile.mp3,❓ Poor matches - potentially rare
