File Path,Filename,Artist,Title,Album,Year,YouTube Results,Best Match Score,Match Quality,Analysis
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1970 - 039 - Chairmen Of The Board - Give Me Just A Little More Time.mp3,Billboard Top 100 Hits Of 1970 - 039 - Chairmen Of The Board - Give Me Just A Little More Time.mp3,Billboard Top 100 Hits Of 1970,039 - Chairmen Of The Board - Give Me Just A Little More Time,,,5,56,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1980 - 040 - M - Pop Music.mp3,Billboard Top 100 Hits Of 1980 - 040 - M - Pop Music.mp3,Billboard Top 100 Hits Of 1980,040 - M - Pop Music,,,5,56,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2007 - 021 - Jojo - Too Little Too Late.mp3,Billboard Top 100 Hits Of 2007 - 021 - Jojo - Too Little Too Late.mp3,Billboard Top 100 Hits Of 2007,021 - Jojo - Too Little Too Late,,,5,58,Possible match,⚠️  Available but might be different version
"/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1967 - 049 - Cowsills - The Rain, The Park & Other Things.mp3","Billboard Top 100 Hits Of 1967 - 049 - Cowsills - The Rain, The Park & Other Things.mp3",Billboard Top 100 Hits Of 1967,"049 - Cowsills - The Rain, The Park & Other Things",,,5,70,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1975 - 036 - Olivia Newton-John - Have You Never Been Mellow.mp3,Billboard Top 100 Hits Of 1975 - 036 - Olivia Newton-John - Have You Never Been Mellow.mp3,Billboard Top 100 Hits Of 1975,036 - Olivia Newton-John - Have You Never Been Mellow,,,5,56,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1999 - 010 - Ricky Martin - Livin' La Vida Loca.mp3,Billboard Top 100 Hits Of 1999 - 010 - Ricky Martin - Livin' La Vida Loca.mp3,Billboard Top 100 Hits Of 1999,010 - Ricky Martin - Livin' La Vida Loca,,,5,66,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Hey! - Medium.mp3,Hey! - Medium.mp3,Hey!,Medium,,,5,90,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1984 - 091 - Christine McVie - Got A Hold On Me.mp3,Billboard Top 100 Hits Of 1984 - 091 - Christine McVie - Got A Hold On Me.mp3,Billboard Top 100 Hits Of 1984,091 - Christine McVie - Got A Hold On Me,,,5,51,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1990 - 005 - Madonna - Vogue.mp3,Billboard Top 100 Hits Of 1990 - 005 - Madonna - Vogue.mp3,Billboard Top 100 Hits Of 1990,005 - Madonna - Vogue,,,5,59,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1957 - 056 - Elvis Presley - Love Me Tender.mp3,Billboard Top 100 Hits Of 1957 - 056 - Elvis Presley - Love Me Tender.mp3,Billboard Top 100 Hits Of 1957,056 - Elvis Presley - Love Me Tender,,,5,63,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/kronos quartet - purple haze.mp3,kronos quartet - purple haze.mp3,kronos quartet,purple haze,,,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1971 - 077 - King Floyd - Groove Me.mp3,Billboard Top 100 Hits Of 1971 - 077 - King Floyd - Groove Me.mp3,Billboard Top 100 Hits Of 1971,077 - King Floyd - Groove Me,,,5,68,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1980 - 043 - Stevie Wonder - Send One Your Love.mp3,Billboard Top 100 Hits Of 1980 - 043 - Stevie Wonder - Send One Your Love.mp3,Billboard Top 100 Hits Of 1980,043 - Stevie Wonder - Send One Your Love,,,5,53,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1985 - 009 - Madonna - Crazy For You.mp3,Billboard Top 100 Hits Of 1985 - 009 - Madonna - Crazy For You.mp3,Billboard Top 100 Hits Of 1985,009 - Madonna - Crazy For You,,,5,63,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1964 - 001 - Beatles - I Want To Hold Your Hand.mp3,Billboard Top 100 Hits Of 1964 - 001 - Beatles - I Want To Hold Your Hand.mp3,Billboard Top 100 Hits Of 1964,001 - Beatles - I Want To Hold Your Hand,,,5,78,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1996 - 039 - Keith Sweat - Twisted.mp3,Billboard Top 100 Hits Of 1996 - 039 - Keith Sweat - Twisted.mp3,Billboard Top 100 Hits Of 1996,039 - Keith Sweat - Twisted,,,5,60,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1987 - 008 - Bruce Hornsby - The Way It Is.mp3,Billboard Top 100 Hits Of 1987 - 008 - Bruce Hornsby - The Way It Is.mp3,Billboard Top 100 Hits Of 1987,008 - Bruce Hornsby - The Way It Is,,,5,50,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/15 - Johnny.mp3,15 - Johnny.mp3,15,Johnny,,,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2006 - 010 - Beyonce Ft Slim Thug - Check On It.mp3,Billboard Top 100 Hits Of 2006 - 010 - Beyonce Ft Slim Thug - Check On It.mp3,Billboard Top 100 Hits Of 2006,010 - Beyonce Ft Slim Thug - Check On It,,,5,79,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1992 - 033 - Nirvana - Smells Like Teen Spirit.mp3,Billboard Top 100 Hits Of 1992 - 033 - Nirvana - Smells Like Teen Spirit.mp3,Billboard Top 100 Hits Of 1992,033 - Nirvana - Smells Like Teen Spirit,,,5,60,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1997 - 099 - Madonna - You Must Love Me.mp3,Billboard Top 100 Hits Of 1997 - 099 - Madonna - You Must Love Me.mp3,Billboard Top 100 Hits Of 1997,099 - Madonna - You Must Love Me,,,5,50,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1968 - 031 - Steppenwolf - Born To Be Wild.mp3,Billboard Top 100 Hits Of 1968 - 031 - Steppenwolf - Born To Be Wild.mp3,Billboard Top 100 Hits Of 1968,031 - Steppenwolf - Born To Be Wild,,,5,84,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Limp - Bug Dance.mp3,Limp - Bug Dance.mp3,Limp,Bug Dance,,,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1962 - 018 - Dion - The Wanderer.mp3,Billboard Top 100 Hits Of 1962 - 018 - Dion - The Wanderer.mp3,Billboard Top 100 Hits Of 1962,018 - Dion - The Wanderer,,,5,58,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1974 - 029 - Andy Kim - Rock Me Gently.mp3,Billboard Top 100 Hits Of 1974 - 029 - Andy Kim - Rock Me Gently.mp3,Billboard Top 100 Hits Of 1974,029 - Andy Kim - Rock Me Gently,,,5,69,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1956 - 031 - George Cates - Moonglow & Theme From ''Picnic''.mp3,Billboard Top 100 Hits Of 1956 - 031 - George Cates - Moonglow & Theme From ''Picnic''.mp3,Billboard Top 100 Hits Of 1956,031 - George Cates - Moonglow & Theme From ''Picnic'',,,2,51,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2012 - 009 - Nicki Minaj - Starships.mp3,Billboard Top 100 Hits Of 2012 - 009 - Nicki Minaj - Starships.mp3,Billboard Top 100 Hits Of 2012,009 - Nicki Minaj - Starships,,,5,75,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1980 - 013 - Smokey Robinson - Crusin'.mp3,Billboard Top 100 Hits Of 1980 - 013 - Smokey Robinson - Crusin'.mp3,Billboard Top 100 Hits Of 1980,013 - Smokey Robinson - Crusin',,,5,59,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1973 - 010 - Diana Ross - Touch Me In The Morning.mp3,Billboard Top 100 Hits Of 1973 - 010 - Diana Ross - Touch Me In The Morning.mp3,Billboard Top 100 Hits Of 1973,010 - Diana Ross - Touch Me In The Morning,,,5,67,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2003 - 086 - Brooks And Dunn - Red Dirt Road.mp3,Billboard Top 100 Hits Of 2003 - 086 - Brooks And Dunn - Red Dirt Road.mp3,Billboard Top 100 Hits Of 2003,086 - Brooks And Dunn - Red Dirt Road,,,4,59,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1964 - 034 - Terry Stafford - Suspicion.mp3,Billboard Top 100 Hits Of 1964 - 034 - Terry Stafford - Suspicion.mp3,Billboard Top 100 Hits Of 1964,034 - Terry Stafford - Suspicion,,,5,61,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2001 - 049 - Case - Missing You.mp3,Billboard Top 100 Hits Of 2001 - 049 - Case - Missing You.mp3,Billboard Top 100 Hits Of 2001,049 - Case - Missing You,,,5,59,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1982 - 003 - John Mellencamp - Hurts So Good.mp3,Billboard Top 100 Hits Of 1982 - 003 - John Mellencamp - Hurts So Good.mp3,Billboard Top 100 Hits Of 1982,003 - John Mellencamp - Hurts So Good,,,5,69,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1984 - 045 - Chicago - Hard Habit To Break.mp3,Billboard Top 100 Hits Of 1984 - 045 - Chicago - Hard Habit To Break.mp3,Billboard Top 100 Hits Of 1984,045 - Chicago - Hard Habit To Break,,,5,74,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1992 - 071 - Def Leppard - Have You Ever Needed Someone So Bad.mp3,Billboard Top 100 Hits Of 1992 - 071 - Def Leppard - Have You Ever Needed Someone So Bad.mp3,Billboard Top 100 Hits Of 1992,071 - Def Leppard - Have You Ever Needed Someone So Bad,,,5,50,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1982 - 088 - Stevie Nicks - Edge Of Seventeen.mp3,Billboard Top 100 Hits Of 1982 - 088 - Stevie Nicks - Edge Of Seventeen.mp3,Billboard Top 100 Hits Of 1982,088 - Stevie Nicks - Edge Of Seventeen,,,5,58,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Louise (Studio Version).mp3,Louise (Studio Version).mp3,Unknown,Track 8,Untitled - 07-03-00,2000,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1980 - 029 - Spinners - Cupid - I've Loved You For A Lone Time.mp3,Billboard Top 100 Hits Of 1980 - 029 - Spinners - Cupid - I've Loved You For A Lone Time.mp3,Billboard Top 100 Hits Of 1980,029 - Spinners - Cupid - I've Loved You For A Lone Time,,,5,57,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1990 - 027 - Nelson - [Can't Live Without Your] Love And Affection.mp3,Billboard Top 100 Hits Of 1990 - 027 - Nelson - [Can't Live Without Your] Love And Affection.mp3,Billboard Top 100 Hits Of 1990,027 - Nelson - [Can't Live Without Your] Love And Affection,,,5,50,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Dkay.com-Die Krupps - The Perf.mp3,Dkay.com-Die Krupps - The Perf.mp3,Dkay.com-Die Krupps,Dkay.com-Die Krupps - The Perf,,2000,5,81,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1987 - 052 - Suzanne Vega - Luka.mp3,Billboard Top 100 Hits Of 1987 - 052 - Suzanne Vega - Luka.mp3,Billboard Top 100 Hits Of 1987,052 - Suzanne Vega - Luka,,,5,51,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billy Joel & Elton John - Daniel.mp3,Billy Joel & Elton John - Daniel.mp3,Billy Joel & Elton John,Daniel,,,5,88,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1990 - 039 - Tommy Page - I'll Be Your Everything.mp3,Billboard Top 100 Hits Of 1990 - 039 - Tommy Page - I'll Be Your Everything.mp3,Billboard Top 100 Hits Of 1990,039 - Tommy Page - I'll Be Your Everything,,,5,76,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 2003 - 032 - Justin Timberlake - Rock Your Body.mp3,Billboard Top 100 Hits Of 2003 - 032 - Justin Timberlake - Rock Your Body.mp3,Billboard Top 100 Hits Of 2003,032 - Justin Timberlake - Rock Your Body,,,5,52,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1969 - 094 - Tom Jones - Love Me Tonight.mp3,Billboard Top 100 Hits Of 1969 - 094 - Tom Jones - Love Me Tonight.mp3,Billboard Top 100 Hits Of 1969,094 - Tom Jones - Love Me Tonight,,,5,63,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1985 - 015 - Huey Lewis & The News - Power Of Love.mp3,Billboard Top 100 Hits Of 1985 - 015 - Huey Lewis & The News - Power Of Love.mp3,Billboard Top 100 Hits Of 1985,015 - Huey Lewis & The News - Power Of Love,,,5,65,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Theme - Spaceballs.mp3,Theme - Spaceballs.mp3,Theme,Spaceballs,,,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1972 - 040 - Elton John - Rocket Man.mp3,Billboard Top 100 Hits Of 1972 - 040 - Elton John - Rocket Man.mp3,Billboard Top 100 Hits Of 1972,040 - Elton John - Rocket Man,,,5,74,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1993 - 038 - Shai - Baby I'm Yours.mp3,Billboard Top 100 Hits Of 1993 - 038 - Shai - Baby I'm Yours.mp3,Billboard Top 100 Hits Of 1993,038 - Shai - Baby I'm Yours,,,5,51,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1979 - 009 - Anita Ward - Ring My Bell.mp3,Billboard Top 100 Hits Of 1979 - 009 - Anita Ward - Ring My Bell.mp3,Billboard Top 100 Hits Of 1979,009 - Anita Ward - Ring My Bell,,,5,74,Good match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Busta Rhymes - Give me some mo.mp3,Busta Rhymes - Give me some mo.mp3,Busta Rhymes,Give me some mo,,,5,88,Very good match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1978 - 016 - Rolling Stones - Miss You.mp3,Billboard Top 100 Hits Of 1978 - 016 - Rolling Stones - Miss You.mp3,Billboard Top 100 Hits Of 1978,016 - Rolling Stones - Miss You,,,5,59,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1966 - 004 - The Young Rascals - Good Lovin'.mp3,Billboard Top 100 Hits Of 1966 - 004 - The Young Rascals - Good Lovin'.mp3,Billboard Top 100 Hits Of 1966,004 - The Young Rascals - Good Lovin',,,5,54,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1997 - 038 - Paula Cole - Where Have All The Cowboys Gone.mp3,Billboard Top 100 Hits Of 1997 - 038 - Paula Cole - Where Have All The Cowboys Gone.mp3,Billboard Top 100 Hits Of 1997,038 - Paula Cole - Where Have All The Cowboys Gone,,,5,66,Possible match,⚠️  Available but might be different version
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/The Rolling Stones - Get Off Of My Cloud.mp3,The Rolling Stones - Get Off Of My Cloud.mp3,The Rolling Stones,Get Off Of My Cloud,,,5,95,Excellent match,✅ Readily available
/Volumes/jellyfin-media/music/Unknown Artist/Unknown Album/Billboard Top 100 Hits Of 1969 - 035 - Johnny Cash - A Boy Named Sue.mp3,Billboard Top 100 Hits Of 1969 - 035 - Johnny Cash - A Boy Named Sue.mp3,Billboard Top 100 Hits Of 1969,035 - Johnny Cash - A Boy Named Sue,,,5,56,Possible match,⚠️  Available but might be different version
